1;1;'101010010';'ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO BÁSICA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
2;1;'101010028';'ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO ESPECIALIZADA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
3;1;'101010036';'PRÁTICA CORPORAL / ATIVIDADE FÍSICA EM GRUPO';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
4;1;'101020015';'AÇÃO COLETIVA DE APLICAÇÃO TÓPICA DE FLÚOR GEL';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
5;1;'101020023';'AÇÃO COLETIVA DE BOCHECHO FLUORADO';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
6;1;'101020031';'AÇÃO COLETIVA DE ESCOVAÇÃO DENTAL SUPERVISIONADA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
7;1;'101020040';'AÇÃO COLETIVA DE EXAME BUCAL COM FINALIDADE EPIDEMIOLÓGICA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
8;1;'101020058';'APLICAÇÃO DE CARIOSTÁTICO (POR DENTE)';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
9;1;'101020066';'APLICAÇÃO DE SELANTE (POR DENTE)';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
10;1;'101020074';'APLICAÇÃO TÓPICA DE FLÚOR (INDIVIDUAL POR SESSÃO)';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
11;1;'101020082';'EVIDENCIAÇÃO DE PLACA BACTERIANA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
12;1;'101020090';'SELAMENTO PROVISÓRIO DE CAVIDADE DENTÁRIA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
13;1;'101030010';'VISITA DOMICILIAR POR PROFISSIONAL DE NÍVEL MÉDIO';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
14;1;'101030029';'VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NÍVEL SUPERIOR';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
15;1;'101040024';'AVALIAÇÃO ANTROPOMÉTRICA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
16;1;'101040032';'COLETA EXTERNA DE LEITE MATERNO (POR DOADORA)';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
17;1;'101040040';'PASTEURIZAÇÃO DO LEITE HUMANO (CADA 5 LITROS)';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
18;1;'101040059';'ADMINISTRAÇÃO DE VITAMINA A';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
19;1;'101040067';'APLICAÇÃO DE SUPLEMENTOS DE MICRONUTRIENTES';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
20;1;'101050011';'PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
21;1;'101050020';'TERAPIA COMUNITÁRIA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
22;1;'101050046';'YOGA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
23;1;'101050054';'OFICINA DE MASSAGEM/ AUTOMASSAGEM';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
24;1;'101050062';'SESSÃO DE ARTETERAPIA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
25;1;'101050070';'SESSÃO DE MEDITAÇÃO';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
26;1;'101050089';'SESSÃO DE MUSICOTERAPIA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
27;1;'101050097';'SESSÃO DE ANTROPOSOFIA APLICADA À SAÚDE';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
28;1;'101050100';'SESSÃO DE BIODANÇA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
29;1;'101050119';'SESSÃO DE BIOENERGÉTICA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
30;1;'101050127';'SESSÃO DE CONSTELAÇÃO FAMILIAR';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
31;1;'101050135';'SESSÃO DE DANÇA CIRCULAR';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
32;1;'101050143';'SESSÃO DE TERMALISMO';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
33;2;'102010056';'ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
34;2;'102010064';'ANÁLISE DE PROJETOS BÁSICOS DE ARQUITETURA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
35;2;'102010072';'CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
36;2;'102010145';'INSPEÇÃO SANITÁRIA DE HOSPITAIS';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
37;2;'102010153';'INVESTIGAÇÃO DE EVENTOS ADVERSOS E/OU QUEIXAS TÉCNICAS';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
38;2;'102010161';'EXCLUSÃO DE CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA COM ATIVIDADES ENCERRADAS.';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
39;2;'102010170';'INSPEÇÃO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
40;2;'102010188';'LICENCIAMENTO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
41;2;'102010196';'APROVAÇÃO DE PROJETOS BÁSICOS DE ARQUITETURA';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
42;2;'102010200';'INVESTIGAÇÃO DE SURTOS DE DOENÇAS TRANSMITIDAS POR ALIMENTOS';'2020-07-21 15:17:32.751309';'2020-07-21 15:17:32.751309'
